	GPSLAT	GPSLON	GPSALT	GPSSPE	HUM	TEMP	PRES	CO	CO2	NH2	NH3	TVOC	COMX	COMY	COMZ	ACCX	ACCY	ACCZ	GYRX	GYRY	GYRZ	BAT	VEL	ANGA	ANGB
117	81.7597	74.7109	46.4613	55.4755	25.69	-3.1153	85727.32599999999	10.0039	16.6958	65.6986	87.3098	89.0116	135.3	236.29	208.61	56.9984	55.8659	97.4174	142.75	72.96	192.84	1	772	102.399671	12.7562
118	5.0197	45.4844	36.5192	7.7179	4.3701	-33.4485	85594.00399999999	26.7897	24.4212	40.8124	82.3275	92.4909	92.67	229.58	170.08	63.5787	74.243	97.2765	15.96	235.84	17.89	1	1231	-119.694534	-154.021089
119	19.3713	43.8829	13.9734	41.2064	74.0291	-3.2936	85460.68199999999	80.761	17.7458	56.3775	6.4584	10.7298	178.2	245.97	181.06	32.4889	62.4757	36.8718	292.53	206.14	219.31	0	1784	-56.155395	142.291345
120	44.8382	6.5737	37.2412	53.8107	49.1338	-13.9865	85327.35999999999	17.3789	36.9126	34.9626	26.413	97.2871	191.96	141.76	235.05	74.6897	41.1794	33.0263	310.23	279.0	267.17	1	9	67.216002	-83.770407
121	74.1093	38.9266	59.1336	97.9103	80.9898	11.6839	85194.03799999999	92.9285	53.028	18.3636	23.0342	84.3137	156.8	59.92	186.98	62.9772	29.1586	96.9766	161.0	169.45	187.67	1	501	-81.27974	40.085804
122	86.3816	10.1152	83.0474	71.7246	9.4317	-28.2225	85060.71599999999	73.9778	19.4666	26.8141	2.7666	34.2279	48.26	220.27	41.73	48.4065	59.1537	63.9826	312.52	108.02	247.04	1	65	-15.618933	-100.310933
123	60.5624	2.7286	70.8574	56.847	0.0837	-29.9811	84927.39399999999	53.8024	82.0303	36.8929	15.6069	67.8619	131.55	193.77	14.02	30.3417	34.5789	49.5905	187.96	280.5	319.54	0	252	113.659582	78.639849
124	28.1612	10.6175	38.4765	41.9224	38.5504	-16.094	84794.07199999999	77.2228	87.2077	37.4984	86.9928	98.2755	3.36	354.69	216.49	76.7425	11.4648	28.0566	326.28	180.2	311.17	0	486	120.76272	-135.589575
125	95.3522	73.9033	4.9744	4.408	26.9857	26.6698	84660.74999999999	68.0772	53.7485	47.6199	11.4834	18.4511	165.36	310.09	158.0	68.361	85.9472	69.4119	291.32	266.17	86.34	0	1092	-167.960192	72.871055
126	40.4768	32.2073	83.9779	63.4732	17.7721	-21.7621	84527.42799999999	52.4752	57.4825	25.6601	84.489	97.7818	359.02	193.5	108.64	23.4191	96.8223	7.5245	12.97	157.41	41.68	1	1109	-167.371989	-68.142718
127	52.9068	74.2508	84.9246	29.4809	30.6029	-10.8906	84394.10599999999	15.8355	90.076	64.8993	44.4997	69.1898	33.27	27.57	90.25	68.6874	39.09	53.3888	142.89	6.22	159.29	1	573	48.88323	147.151931
128	49.3751	15.3222	70.6131	34.1913	8.4409	12.5476	84260.78399999999	74.1448	89.0298	55.378	57.1415	61.0191	191.18	318.33	50.36	75.4764	29.005	78.876	165.2	317.5	325.54	1	90	-96.838374	-3.819429
129	29.4545	54.5126	54.8666	58.2258	56.4772	-23.4514	84127.46199999998	79.0379	21.0691	18.6861	71.7239	95.535	304.41	320.04	262.5	6.7878	87.8214	22.8667	250.46	308.24	261.04	1	428	-145.360504	-137.079093
130	15.3038	78.1539	73.6354	54.4902	55.0286	-31.2855	83994.13999999998	10.6385	45.9015	79.0752	64.8705	58.7828	154.53	340.36	173.02	73.4341	29.4561	21.4525	230.58	332.54	28.15	1	10	-78.526753	177.105843
131	44.6012	66.1407	79.3538	47.9238	16.2275	19.7977	83860.81799999998	96.7597	69.0925	16.368	72.6478	51.5366	252.34	171.46	188.58	36.7301	61.6998	77.7256	218.49	64.63	298.63	0	192	140.482769	-158.062099
132	66.5267	56.2069	69.8679	24.4089	26.5279	-36.6105	83727.49599999998	52.9042	27.5018	61.9087	45.8	36.9616	103.32	225.28	31.64	22.4557	41.9273	97.8003	189.57	292.99	355.86	1	1001	-33.035655	-94.201666
133	25.8324	93.1574	94.735	25.7018	53.867	10.9359	83594.17399999998	38.5767	19.9881	44.8751	12.2739	53.1848	288.44	204.28	120.66	56.4079	94.6346	83.3118	80.8	58.5	111.44	1	762	-6.16046	55.65388
134	88.796	7.0394	97.5176	19.7406	65.3592	-18.2593	83460.85199999998	66.39	61.3657	57.3563	39.2244	82.278	252.19	312.78	66.29	39.1307	38.5311	56.8839	61.08	260.3	228.4	1	1211	-47.51869	21.720492
135	5.6952	26.7759	51.01	98.2657	4.0281	-14.267	83327.52999999998	56.9733	94.7185	43.8959	78.4446	93.2315	268.96	210.93	185.29	10.5965	65.3675	3.2594	59.33	154.05	64.86	0	1339	166.475227	-91.097176
136	47.3609	69.9641	26.9957	68.8783	33.4268	-14.3668	83194.20799999998	29.0369	47.1977	6.1568	64.9968	44.2235	60.58	341.94	266.15	77.2982	47.5781	83.5757	53.49	115.05	215.17	0	1211	173.547337	-9.292756
137	61.9212	16.8379	22.4583	26.1314	46.3198	4.8629	83060.88599999998	53.7048	86.6375	67.142	0.3284	87.8573	139.61	283.46	352.93	63.1448	46.2901	67.7713	88.43	288.98	317.45	1	1543	-131.44709	-170.056179
138	55.9538	93.0817	63.7113	46.7015	5.8915	7.6389	82927.56399999998	78.0962	3.4164	23.3369	14.4789	10.7807	296.19	61.52	122.96	51.1215	0.9595	39.2884	272.47	309.09	198.19	1	1702	-133.281833	-162.483117
139	77.6495	31.694	10.3501	81.9108	6.5032	15.8881	82794.24199999998	63.0007	29.8264	5.8524	97.4378	54.1125	120.44	118.75	163.29	46.31	71.3398	93.7631	300.48	222.93	317.22	1	930	-141.108594	-111.826082
140	13.2358	59.3404	23.3814	43.7564	41.0372	-39.5661	82660.91999999998	84.2874	72.0126	1.0302	24.8485	55.7772	163.29	166.9	141.4	97.585	49.9939	95.3421	279.77	170.83	156.75	1	480	-31.975459	5.319641
141	5.7617	94.7619	28.2549	84.4749	13.8576	12.2936	82527.59799999998	83.1033	36.8002	98.3079	64.1022	51.5803	50.69	133.49	0.08	27.2914	91.5883	87.5891	255.93	163.88	125.26	0	130	88.098552	-146.288669
142	8.9874	48.8714	51.8817	58.5334	51.6471	-27.5667	82394.27599999998	3.6261	71.6521	82.6357	58.5262	49.5607	48.47	256.17	303.31	33.7309	98.5288	36.6437	94.48	233.71	257.04	0	1344	-87.315374	57.114466
143	24.2078	89.6461	97.8112	79.7876	62.9036	-2.1022	82260.95399999998	83.9303	92.1359	86.2301	61.7891	19.7283	56.58	45.99	102.9	23.3896	69.5299	92.7062	119.39	303.75	324.04	0	1024	152.787463	-126.05416
144	38.2475	53.4623	2.1924	13.7698	41.3031	-31.6338	82127.63199999998	77.5511	91.9939	65.421	28.0928	15.5034	321.12	66.4	121.96	76.3696	82.5704	40.8876	181.09	282.59	152.93	0	1227	165.148464	151.092022
145	84.9037	80.2273	49.565	45.0543	51.1123	4.8723	81994.30999999998	48.3961	96.3469	89.3174	25.631	33.0584	330.55	4.08	228.24	74.299	5.9368	41.5632	118.83	252.92	105.13	1	1449	-56.640036	-27.201231
146	5.9681	20.4738	23.4134	94.4921	4.3955	26.1862	81860.98799999998	76.9012	73.47	10.1803	37.9202	95.1323	349.26	291.61	56.56	21.3902	38.7299	46.7553	104.76	223.96	248.14	1	196	-105.765303	160.820948
147	2.4616	45.2992	6.9704	43.2542	7.1687	-24.9044	81727.66599999998	70.5208	59.9918	51.2757	84.7251	45.7366	17.57	195.35	246.23	0.6267	55.865	69.7424	346.4	259.97	274.55	0	994	11.422481	121.976074
148	77.8618	97.4242	30.2968	15.9705	76.8116	-27.1187	81594.34399999998	8.8587	95.6363	92.0234	13.2445	6.3768	27.95	255.72	207.3	81.5057	27.6605	90.746	213.65	148.83	338.77	1	1304	130.81466	-132.922726
149	21.304	44.9845	70.7858	24.5679	45.4281	-29.4123	81461.02199999998	56.5498	85.1777	46.6642	37.5207	19.8097	318.5	211.13	325.05	15.7998	9.4039	66.3935	323.17	268.12	236.64	0	441	36.712997	83.775371
150	94.817	23.8535	41.9336	43.5404	56.17	-32.523	81327.69999999998	49.1235	72.9543	55.5588	0.6901	25.0102	167.91	252.96	350.86	8.9082	88.7775	93.4207	154.3	302.49	214.47	0	1697	89.754845	-30.287168
151	61.2486	6.5654	75.6745	29.2114	95.1837	-20.564	81194.37799999998	41.6561	0.4798	21.4354	8.7124	89.0941	158.32	159.4	6.59	5.337	15.9146	81.3129	107.39	86.26	314.6	1	266	-94.965616	134.888807
152	80.6272	16.8389	65.5871	27.4799	10.917	-14.5964	81061.05599999998	96.0365	57.4969	61.2784	25.1364	61.3521	297.98	206.27	281.59	21.4596	64.1045	69.2854	92.72	194.31	75.65	0	1629	108.390283	128.343451
153	55.5945	98.2247	25.9629	32.5838	40.6609	-34.4891	80927.73399999998	1.8808	58.754	78.1225	54.6626	12.8928	41.96	315.71	163.65	61.7724	83.4681	26.9989	234.23	181.78	74.56	0	1554	-91.838035	14.415884
154	52.3715	49.5067	26.208	39.3133	43.8497	-37.5932	80794.41199999998	40.8371	37.4048	97.9292	59.2859	47.9432	8.82	329.77	81.34	16.5182	24.8008	2.8139	356.42	308.5	63.73	1	223	2.176984	-105.426044
155	77.6279	30.3082	0.7921	21.9234	80.8657	-0.8181	80661.08999999998	52.0659	92.1275	21.3337	97.9683	59.3769	67.75	117.47	230.89	4.3484	70.817	19.574	226.69	37.68	199.3	0	152	-147.433649	86.377277
156	74.4476	48.4574	26.3013	94.5509	56.4699	19.4852	80527.76799999998	80.5977	86.213	17.4023	45.4429	5.7972	49.23	21.84	158.13	68.2291	7.3803	96.6629	38.44	214.5	328.92	1	101	-21.357157	179.054603
157	3.8399	25.8483	32.1469	76.4789	40.1682	14.9382	80394.44599999998	28.0804	81.2639	6.674	48.9163	77.7169	12.49	169.47	250.37	82.358	36.5164	66.8877	349.33	206.62	218.66	1	40	-30.039894	128.937776
158	52.6857	29.2556	58.4237	14.6362	8.6179	-30.9649	80261.12399999998	52.7381	13.9991	18.7356	89.8262	57.5022	62.32	120.17	191.85	86.5617	9.1435	48.5954	315.68	298.37	138.28	0	827	-49.064649	52.114648
159	95.5654	66.8706	38.1564	83.2802	25.1741	-12.9165	80127.80199999998	96.8018	70.1063	3.5367	71.1818	52.2712	146.55	205.28	237.32	37.4872	23.4999	29.3492	146.75	182.4	12.17	1	1714	-124.655557	-37.119358
160	33.8587	58.3285	54.117	86.0876	54.124	-28.0409	79994.47999999998	9.4405	50.6744	62.9207	40.0325	75.4549	83.19	161.97	311.91	35.5652	54.3604	69.2315	41.32	81.37	139.78	0	1554	92.408129	-13.069849
161	67.7862	80.7529	39.4013	56.9046	58.6381	-0.6628	79861.15799999998	96.8812	40.1713	40.396	89.3305	46.0727	116.71	197.66	232.75	68.2323	73.2692	61.7659	200.65	52.88	199.31	0	191	37.448073	-162.595487
162	36.0792	18.1919	67.6304	43.3644	39.2606	-18.1073	79727.83599999998	33.3504	36.9021	21.3177	18.2464	17.5901	335.69	191.48	249.33	17.0189	32.0266	45.3419	69.88	276.92	262.18	1	1355	-75.518912	34.639888
163	45.0209	69.3511	20.1567	29.7704	11.8863	-5.7977	79594.51399999998	41.7891	23.0046	8.0573	12.3498	55.9016	248.81	42.8	154.7	37.3084	94.5337	25.4016	246.73	3.73	207.96	1	425	-134.788023	-48.134489
164	61.0587	65.6957	17.0208	91.5918	41.6328	-15.0189	79461.19199999998	79.3579	26.49	20.4288	1.039	82.1821	317.03	114.68	78.86	3.6218	17.2922	63.9434	60.28	117.96	78.47	0	1301	97.788578	-26.773612
165	7.5328	12.2121	78.2221	30.178	16.168	-31.9154	79327.86999999998	46.4941	89.5047	94.8054	45.2949	18.7873	180.37	165.94	335.43	46.2731	39.6781	66.5661	218.43	348.92	18.0	0	610	-137.97421	126.69995
166	16.3394	25.6514	87.6894	3.8883	10.8056	-30.9927	79194.54799999998	48.477	88.6709	72.989	34.7652	47.2398	5.5	248.74	293.55	26.0595	7.9832	41.0963	107.94	140.19	157.09	1	245	-28.076332	1.858719
167	88.2511	89.4529	43.19	4.1096	90.7727	-14.777	79061.22599999998	98.6034	58.4147	64.2257	54.93	11.6189	83.97	80.36	164.31	50.2457	64.5311	55.7701	121.46	359.13	315.09	1	1364	40.175951	155.764746
168	1.3102	74.1441	97.8315	61.968	74.2401	12.1918	78927.90399999998	43.1011	69.0496	52.8741	28.7386	93.7091	219.16	83.18	65.31	46.4416	90.8383	55.8431	353.03	243.99	219.87	0	1481	47.452649	45.918682
169	23.9263	21.9199	83.6453	81.1732	87.2171	-12.7996	78794.58199999998	45.9936	92.6847	98.2463	58.3503	38.1988	341.64	262.3	33.35	16.4485	37.1705	42.8177	273.96	35.71	325.3	1	409	-119.229674	102.178043
170	55.8796	50.3834	46.7485	32.7662	68.3509	4.6108	78661.25999999998	18.1371	21.622	23.9698	21.4375	52.404	53.1	176.17	69.68	8.4325	34.9606	47.2179	54.25	24.9	154.11	0	1266	4.063606	35.39819
171	66.0667	19.1706	84.517	9.235	20.9341	23.6059	78527.93799999998	55.5646	59.9148	26.3962	34.1813	76.8634	81.28	56.55	6.08	17.7363	81.5739	41.8151	230.7	251.12	168.18	1	1206	176.862711	143.369129
172	91.0428	83.6137	49.9357	12.5458	72.4477	22.6279	78394.61599999998	43.0914	7.3728	8.9391	6.7827	55.6689	47.33	145.1	306.02	7.6334	62.5371	13.4915	284.94	277.34	215.45	0	1736	-158.015491	20.081627
173	5.7005	96.0669	9.4603	26.6989	65.9063	14.5133	78261.29399999998	78.2439	64.8075	38.5692	94.7877	64.0457	278.6	225.03	65.65	4.4287	96.9575	32.8204	281.85	114.35	230.2	1	971	-22.043029	-91.608516
174	4.4143	47.3208	48.2161	33.5754	58.2396	-9.9719	78127.97199999998	14.74	25.775	0.9542	46.8299	2.7241	170.97	76.84	123.94	29.308	63.7837	48.2349	206.54	83.99	170.05	0	1330	38.518232	-163.574889
175	8.7107	66.0514	80.4975	3.7121	56.5932	13.67	77994.64999999998	86.8455	3.9815	24.0308	0.5468	94.696	54.24	254.38	144.06	85.0966	88.4399	47.5553	74.3	92.91	255.52	1	1013	56.990469	-106.54702
176	68.6	17.8461	93.9008	49.7232	69.3002	25.0691	77861.32799999998	87.5357	65.2554	83.3827	47.2847	81.7446	150.1	225.78	256.6	9.8373	39.2032	41.8727	185.63	73.66	94.06	1	1345	-87.752953	-4.169841
177	64.4733	76.4464	59.9143	49.2944	62.7435	-18.4671	77728.00599999998	20.1868	10.2942	62.4281	16.8243	61.4712	106.59	103.84	84.83	33.6542	68.0762	41.2816	289.88	49.59	103.27	1	1583	-34.384616	50.202654
178	69.6899	65.0794	35.9799	58.7331	71.4123	4.7514	77594.68399999998	38.3899	41.7659	72.1074	59.2753	90.2779	10.55	30.01	153.42	57.862	87.2044	79.299	151.67	181.84	18.69	0	1602	132.974721	-115.308939
179	49.153	34.3291	79.9147	61.3975	58.7905	-4.6294	77461.36199999998	62.5796	17.487	20.8099	96.4927	0.0457	264.0	250.93	321.25	81.9359	23.1713	81.1467	261.39	286.06	336.02	0	1255	75.263063	66.872205
180	23.7663	64.9371	61.8172	90.2993	23.1177	-8.5448	77328.03999999998	32.3369	96.0599	49.542	8.5016	35.9755	95.58	354.48	89.05	29.7682	51.929	30.6105	156.66	112.87	184.89	0	1576	-29.38239	-105.9168
181	79.6342	84.6898	12.2247	56.169	51.7724	14.732	77194.71799999998	29.0848	84.0402	54.6854	6.2667	32.3881	260.41	231.78	9.36	85.2661	27.3103	85.5747	317.81	101.84	82.68	0	184	112.190601	161.94656
182	38.7977	56.6346	62.0754	95.0015	78.6247	-27.1749	77061.39599999998	34.504	15.2855	4.6663	18.322	70.0953	341.62	164.93	44.55	26.5508	42.7161	18.7371	109.3	186.34	293.83	0	169	159.965057	102.467486
183	66.9219	23.6714	88.8714	39.0659	29.3543	6.8329	76928.07399999998	46.5592	14.696	73.7399	4.8521	50.2817	94.4	36.46	310.83	73.241	50.1042	20.0934	34.12	308.06	83.04	0	755	-102.646959	-46.099095
184	13.2446	3.9639	26.6646	68.3156	84.9646	-3.4583	76794.75199999998	92.3216	10.1285	45.6065	45.7762	77.5162	178.38	293.9	182.88	0.2578	92.4716	59.2869	12.67	328.7	46.9	0	1033	-71.401762	140.084386
185	30.6736	24.8003	34.0334	26.0712	39.8335	-29.2869	76661.42999999998	96.9143	65.8378	10.2302	66.5749	79.2613	93.54	288.92	154.31	50.4677	12.9434	95.4702	10.64	90.61	35.8	0	124	-121.100564	-21.430033
186	97.174	80.0303	14.2417	32.9101	26.4692	-23.3316	76528.10799999998	53.3178	89.8346	85.004	28.7749	47.7477	212.6	131.42	105.83	23.6816	12.208	79.6498	36.02	314.51	290.74	1	1455	133.156837	-95.042254
187	19.7351	73.3383	41.3178	0.0984	37.3182	-19.961	76394.78599999998	18.4409	78.0615	30.0772	94.0143	39.0877	281.97	111.42	37.73	75.4365	90.7856	16.9087	137.23	143.03	320.94	0	644	-103.46981	174.760907
188	25.4555	59.5401	55.5342	19.8384	31.3327	27.1447	76261.46399999998	30.0868	98.1291	61.7986	60.1304	44.4477	267.14	186.19	190.57	35.3431	19.2887	70.0142	38.2	320.77	102.04	1	1006	-89.76799	-39.990794
189	77.6275	98.5912	13.77	51.7484	11.1658	12.496	76128.14199999998	4.5614	29.5177	10.7444	11.1649	3.3738	353.62	183.15	277.01	58.3154	56.1026	94.4962	36.26	279.24	24.95	0	804	-144.450667	-94.257422
190	9.8172	90.2585	87.189	72.1158	82.9014	-22.9261	75994.81999999998	19.0815	28.1777	20.5134	31.0572	57.8948	118.77	230.38	172.71	20.806	10.364	0.7934	332.19	243.66	296.92	0	1263	-146.142051	-44.544747
191	19.3898	10.4238	63.698	38.8685	25.2672	4.024	75861.49799999998	66.9788	47.4432	47.874	41.3278	59.0223	118.68	257.05	348.83	35.1547	39.2672	91.2668	231.45	198.95	121.46	1	1730	13.458529	-15.02167
192	88.4008	87.0983	41.715	45.3821	24.9288	-26.7844	75728.17599999998	54.3174	17.3055	64.6938	47.6169	89.4797	299.78	215.28	187.57	90.8299	62.6132	33.4981	12.58	70.98	44.53	1	210	-7.451588	134.783696
193	75.7149	1.2297	81.4219	54.0809	91.7145	-6.1209	75594.85399999998	15.8127	61.0575	9.1621	56.1847	74.3731	280.39	60.46	16.71	63.0326	8.6162	14.898	91.34	59.12	115.66	0	1064	112.99344	62.130889
194	92.0423	37.8275	73.3533	40.5009	45.5393	16.9648	75461.53199999998	12.1204	8.7257	33.195	9.2213	23.2524	248.7	338.69	329.23	93.0503	55.326	32.3678	195.87	57.22	251.47	0	300	168.752352	142.851251
195	94.2467	12.9226	17.3277	4.478	83.1461	-23.1469	75328.20999999998	3.4815	40.657	61.3655	56.9651	38.4678	127.25	275.67	176.82	29.9609	52.5178	55.7976	347.18	164.03	22.18	1	577	55.613525	115.14628
196	5.0963	67.0016	11.1478	0.2279	65.7932	-5.1751	75194.88799999998	96.268	35.6649	1.3865	85.2649	47.0196	58.26	67.85	284.16	21.1284	62.8075	69.6686	31.24	46.2	262.98	1	690	132.381605	-10.347228
197	66.2806	96.6988	45.4735	63.5947	80.6371	-16.1132	75061.56599999998	14.445	46.2045	84.2854	82.5654	85.9258	318.05	23.81	41.17	86.3639	13.1786	47.6197	127.26	211.25	152.31	1	1292	-79.856063	109.543524
198	13.4441	59.516	74.7191	90.3653	47.5015	-0.9357	74928.24399999998	38.616	18.3779	97.0823	56.5278	62.8357	24.42	32.0	126.61	78.8357	20.2839	49.0421	216.27	316.09	170.17	0	1596	-134.805127	65.812093
199	52.9102	78.341	55.0263	41.0829	55.2611	-26.2679	74794.92199999998	32.7896	37.6992	74.7295	89.8555	64.4477	281.77	332.19	335.4	68.9263	72.6786	3.5057	92.39	51.44	287.85	0	28	-128.64178	118.610754
200	46.1105	21.3551	3.4483	78.3556	24.3368	-9.1637	74661.59999999998	54.5749	48.4154	11.8492	22.6162	70.6308	199.2	133.88	15.0	39.4769	90.3818	21.7813	32.48	50.52	127.34	1	731	-102.246534	-9.567026
201	16.4322	22.1548	6.6725	21.7051	76.7558	4.5922	74528.27799999998	55.4631	55.341	21.1843	55.7777	3.3719	293.57	208.73	21.6	87.2556	46.7378	36.9218	351.5	183.97	81.01	1	364	-13.250351	-74.522112
202	19.9439	37.5954	3.9508	92.4151	14.3465	-14.2411	74394.95599999998	78.4329	14.8482	46.48	15.04	35.1022	240.32	130.32	206.63	66.0478	60.1285	58.7989	318.71	117.51	287.41	0	929	17.950224	-150.727208
203	96.0548	54.5451	2.9426	62.5803	67.7287	5.4614	74261.63399999998	4.4574	47.1595	36.1132	77.2882	44.5655	207.24	353.49	202.78	27.215	25.7624	7.2494	227.58	29.31	16.43	1	1385	77.348261	84.888205
204	92.4792	53.0379	47.7365	15.9946	26.1758	-2.599	74128.31199999998	98.5071	53.6536	13.6711	88.9667	77.1827	124.53	251.53	273.48	46.8963	10.6774	58.4462	124.89	191.05	327.36	0	1058	177.551599	-51.478243
205	78.4348	20.319	55.3412	58.9569	92.9292	-32.536	73994.98999999998	24.9634	91.9075	12.1802	66.3538	48.9248	238.7	116.58	273.87	86.5537	42.3942	5.8108	48.12	62.8	79.74	0	1300	12.765186	-174.032317
206	94.5293	8.3654	31.9507	47.4925	67.7677	6.6961	73861.66799999998	29.7716	38.5804	43.1418	67.5818	39.0999	283.29	117.45	181.38	75.541	2.0499	13.9425	211.26	140.08	39.6	0	714	-128.405402	-45.384777
207	52.0532	89.6353	19.3263	48.2988	1.3099	13.5872	73728.34599999998	59.5204	76.3563	27.4005	52.5829	60.2114	335.05	218.04	167.61	10.3023	6.1274	21.6386	155.27	44.94	302.06	0	770	-166.154744	-15.378673
208	28.3464	18.3279	52.0688	61.6284	6.3885	26.3486	73595.02399999998	29.9566	48.0654	11.7991	48.0054	13.3645	25.64	126.15	309.59	57.3737	53.5426	40.8998	43.56	198.14	149.5	1	551	-169.56204	-168.158598
209	7.1729	46.0334	49.383	24.4975	17.1008	9.3018	73461.70199999998	45.4387	79.1354	45.3067	98.6028	83.323	82.65	241.54	313.07	57.7788	92.4229	0.975	239.69	64.88	6.2	1	1390	-118.574381	66.872948
210	15.8742	82.7447	68.7756	46.5444	48.6805	-5.6362	73328.37999999998	64.5113	35.56	68.9726	62.7201	31.8043	267.47	38.5	29.22	47.1676	58.6353	8.2167	336.95	226.38	18.2	0	1012	-127.2963	-15.745827
211	88.3841	43.7166	83.0486	58.6175	39.5245	-16.6829	73195.05799999998	81.0552	47.5349	44.6739	10.2209	24.1905	117.59	62.2	157.26	36.3667	36.7271	76.4801	255.43	143.85	304.63	1	35	-96.860806	-43.344381
212	43.2605	49.6978	11.2579	61.9614	31.6011	-13.588	73061.73599999998	76.1037	18.3409	33.2923	15.6476	71.2607	65.78	5.43	247.5	38.2829	25.3589	76.4952	313.08	342.08	39.57	1	1476	40.012347	165.349896
213	39.2546	86.2305	95.074	38.5274	15.6846	18.016	72928.41399999998	54.1073	14.7064	14.4353	0.7038	78.1603	171.41	202.77	286.31	81.8376	71.4572	59.3413	64.57	11.25	24.97	0	898	59.005778	84.735548
214	74.0785	55.0296	5.3217	95.6348	75.2727	29.9735	72795.09199999998	22.3266	71.3146	38.8101	8.7173	47.8826	232.93	175.95	66.59	68.729	24.2377	26.4201	197.65	239.27	145.98	1	787	137.549289	-42.003567
215	74.0715	11.6532	69.8503	79.3338	87.7025	-1.8181	72661.76999999997	20.9459	35.5794	61.3131	84.9242	85.9783	213.69	107.51	5.96	95.9697	29.7442	30.0346	243.81	8.14	52.39	0	319	42.616279	-15.589455
216	21.9767	3.1737	4.3708	57.1484	88.5671	-23.2547	72528.44799999997	12.4993	80.4154	21.4909	77.5955	60.8889	235.9	269.38	90.61	94.6937	90.0388	70.7802	173.78	331.76	201.17	0	1776	-108.027279	175.900605
217	9.5749	36.1538	29.943	40.3676	4.2487	8.0339	72395.12599999997	95.9698	37.7411	80.1835	50.6189	45.3725	241.47	250.5	350.96	86.5454	20.3918	29.5919	22.53	332.44	109.24	0	230	-136.96271	111.822637
218	66.8855	76.4927	8.0082	69.0663	66.7636	-38.0229	72261.80399999997	81.4404	83.091	93.8853	7.6748	57.3707	93.19	51.41	104.78	56.0089	85.0778	66.2696	342.27	337.39	280.54	0	902	-3.320856	-77.63369
219	13.3096	5.2569	48.0373	33.9737	65.5051	-25.916	72128.48199999997	45.7851	52.8997	51.3272	7.3818	73.8818	82.92	332.78	241.31	85.4625	46.2237	52.8415	148.86	14.57	183.2	0	1616	-91.500839	-29.594956
220	69.2084	82.7886	16.5801	52.4143	75.7174	-33.8499	71995.15999999997	78.9816	60.7758	76.2422	34.8357	85.1855	296.89	343.3	166.05	27.4876	78.0332	74.4641	96.06	127.61	85.69	1	1329	173.301701	129.915237
221	90.7531	2.0525	64.3063	9.9462	63.1768	20.5187	71861.83799999997	42.5713	20.466	53.9835	92.0547	38.8718	180.03	51.11	358.91	91.5591	63.4598	36.8826	89.84	268.79	153.89	1	1074	61.22773	39.776178
222	33.2419	68.5917	7.8174	14.9635	79.7094	-30.1226	71728.51599999997	25.2179	66.8068	64.4196	84.6646	63.4235	327.16	240.23	178.69	82.0187	89.4916	90.082	303.48	170.86	243.47	1	1145	-27.669	58.818599
223	50.9851	97.3484	40.6407	6.1861	4.4606	-13.1976	71595.19399999997	55.6425	86.4574	34.792	22.1201	76.8206	324.79	235.64	357.2	26.757	79.4376	91.1856	298.86	208.17	152.43	1	628	155.144426	-36.635274
224	62.5666	33.6728	41.1636	94.1391	67.5967	21.6427	71461.87199999997	46.7517	19.1286	2.0671	5.3579	46.2675	235.9	223.83	161.7	16.9625	72.9511	29.1007	228.14	212.22	257.41	1	1269	-105.110919	-142.102341
225	24.1727	91.5146	87.6011	5.7596	79.975	6.5701	71328.54999999997	44.5	13.94	92.1739	89.4489	83.6106	105.68	184.5	19.79	61.2185	97.8765	8.5803	157.31	190.08	5.19	0	1150	-159.303242	135.605307
226	60.2428	36.8105	7.7876	86.0076	53.0302	23.4222	71195.22799999997	78.2567	96.7706	26.7791	29.0677	3.2332	115.47	202.57	101.89	86.3815	74.4404	23.5077	51.02	199.0	93.12	1	654	-151.903184	-124.692916
227	7.4842	75.6928	58.8177	54.5978	79.1564	-26.9323	71061.90599999997	30.4557	13.6795	2.19	23.145	2.9963	44.63	225.74	262.6	95.5761	5.4748	7.9316	40.64	156.74	149.25	1	216	16.477812	35.944047
228	74.3015	66.3895	84.7981	33.8857	57.7301	-18.287	70928.58399999997	11.3459	14.3833	68.6852	97.7094	69.3335	334.67	11.42	240.84	15.4058	31.2621	63.3159	8.86	325.15	60.22	0	746	-153.585037	-147.946681
229	74.0404	36.2948	43.0886	79.3131	80.1164	-3.4508	70795.26199999997	95.7906	34.9822	46.5112	28.8363	28.4589	354.14	84.56	72.97	27.0837	64.5394	58.559	43.17	172.16	349.46	1	1302	-27.846858	-87.987066
230	32.7046	44.4401	38.3959	15.3753	66.9313	-4.283	70661.93999999997	65.6548	21.6498	85.3238	10.7194	22.8657	239.37	145.59	171.04	48.0822	80.663	93.1748	205.55	297.07	319.42	1	1502	-125.155446	-1.889704
231	56.312	39.0565	13.0905	25.459	17.5657	-20.7705	70528.61799999997	81.3739	58.9636	86.1425	54.4279	92.5683	289.18	81.05	42.01	55.7425	69.3375	86.7846	189.57	269.63	116.6	1	242	82.48354	145.815761
232	91.0988	32.9092	46.7129	90.0641	36.0783	-20.1059	70395.29599999997	22.2207	44.7451	9.8617	81.3509	37.9994	284.61	317.0	187.98	20.6131	97.9691	94.3323	82.2	124.61	14.19	0	332	65.814566	67.022829
